Name,Definition
cim_Endpoint_indexes,(index=wineventlog OR index=cc_wineventlog OR index=nix OR index=cc_nix OR index=perfmon OR index=cc_perfmon OR index=azure OR index=azuread OR index=cc_azure OR index=cc_azuread OR index=cc_office365 OR index=office365)
cim_Event_Signatures_indexes,()
cim_Interprocess_Messaging_indexes,(index=cc_firewall OR index=cc_msad OR index=cc_network OR index=cc_perfmon OR index=cc_wineventlog)
cim_Intrusion_Detection_indexes,(index=slc_symantec OR index=cc_symantec OR index=cc_firewall OR index=cc_network OR index=f5 OR index=firewall OR index=network)
cim_JVM_indexes,(index=cc_firewall OR index=cc_msad OR index=cc_network OR index=cc_perfmon OR index=cc_wineventlog)
cim_Malware_indexes,(index=slc_symantec OR index=cc_symantec OR index=cisco_amp OR index=cc_amp OR index= sentinelone)
cim_Network_Resolution_indexes,(index=cc_firewall OR index=cc_msad OR index=cc_network OR index=cc_perfmon OR index=cc_wineventlog OR index=cc_ise)
cim_Network_Sessions_indexes,(index=cc_firewall OR index=f5 OR index=infoblox OR index=firewall OR index=network OR index=cc_ise)
cim_Network_Traffic_indexes,(index=firewall OR index=cc_firewall OR index=f5 OR index=cc_network OR index=network OR index=cc_ise)
cim_Performance_indexes,(index=cc_firewall OR index=cc_msad OR index=cc_network OR index=cc_perfmon OR index=cc_wineventlog OR index=cc_ise OR index=perfmon)
cim_Ticket_Management_indexes,(index=cc_firewall OR index=cc_msad OR index=cc_network OR index=cc_perfmon OR index=cc_wineventlog)
cim_Updates_indexes,(index=cc_wineventlog OR index= wineventlog)
cim_Vulnerabilities_indexes,(index=rapid7 OR index=cc_rapid7 OR index=nessus OR index=cc_ivanti)
cim_Web_indexes,(index=umbrella OR index=cc_umbrella)
cim_access_actions,inputlookup append=T cim_access_action_lookup | eval action=lower(action) | dedup action
cim_corporate_email_domain_search(1),[| `cim_corporate_email_domains` | rename domain as $field$ | format | fields search]
cim_corporate_email_domains,inputlookup append=T cim_corporate_email_domain_lookup
cim_corporate_web_domain_search(1),[| `cim_corporate_web_domains` | rename domain as $field$ | format | fields search]
cim_corporate_web_domains,inputlookup append=T cim_corporate_web_domain_lookup
cim_datamodelinfo,"rest /services/admin/summarization by_tstats=t splunk_server=local count=0 | eval key=replace('title',""tstats:DM_"".'eai:acl.app'.""_"",""""),datamodel=replace('summary.id',""DM_"".'eai:acl.app'.""_"","""") | join type=left key [| rest /services/data/models splunk_server=local count=0 | table title acceleration.cron_schedule eai:digest | rename title as key | rename acceleration.cron_schedule AS cron] | table datamodel eai:acl.app summary.access_time summary.is_inprogress summary.size summary.latest_time summary.complete summary.buckets_size summary.buckets cron summary.last_error summary.time_range summary.id summary.mod_time eai:digest summary.earliest_time summary.last_sid summary.access_count | rename summary.id AS summary_id, summary.time_range AS retention, summary.earliest_time as earliest, summary.latest_time as latest, eai:digest as digest | rename summary.* AS *, eai:acl.* AS * | sort datamodel"
cim_dlp_actions,inputlookup append=T cim_dlp_action_lookup | eval action=lower(action) | dedup action | sort + action
cim_dlp_object_categories,inputlookup append=T cim_dlp_object_category_lookup | eval object_category=lower(object_category) | dedup object_category | sort + object_category
cim_dlp_types,inputlookup append=T cim_dlp_type_lookup | eval dlp_type=lower(dlp_type) | dedup dlp_type | sort + dlp_type
cim_dns_reply_codes,inputlookup append=T cim_dns_reply_code_lookup | dedup reply_code | sort + reply_code
cim_email_protocols,inputlookup append=T cim_email_protocol_lookup | sort + protocol
cim_endpoint_actions,inputlookup append=T cim_endpoint_action_lookup | eval action=lower(action) | dedup action | sort + action
cim_endpoint_object_categories,inputlookup append=T cim_endpoint_object_category_lookup | eval object_category=lower(object_category) | dedup object_category | sort + object_category
cim_endpoint_severities,inputlookup append=T cim_endpoint_severity_lookup | eval severity=lower(severity) | dedup severity
cim_endpoint_statuses,inputlookup append=T cim_endpoint_status_lookup | eval status=lower(status) | dedup status | sort + status
cim_endpoint_user_types,inputlookup append=T cim_endpoint_user_type_lookup | eval user_type=lower(user_type) | dedup user_type | sort + user_type
cim_filter_known_scanners,"NOT (host_category=""known_scanner"" OR orig_host_category=""known_scanner"" OR dvc_category=""known_scanner"" OR src_category=""known_scanner"" OR dest_category=""known_scanner"")"
cim_filter_known_scanners(1),"NOT ($object$.host_category=""known_scanner"" OR $object$.orig_host_category=""known_scanner"" OR $object$.dvc_category=""known_scanner"" OR $object$.src_category=""known_scanner"" OR $object$.dest_category=""known_scanner"")"
cim_filter_unknown_values(1),"($field$!=""-"" $field$!=""n/a"" $field$!=""unknown"")"
cim_filter_vuln_severity,"(severity!=""informational"" AND severity!=""low"")"
cim_filter_vuln_severity(1),"($object$.severity!=""informational"" AND $object$.severity!=""low"")"
cim_http_methods,inputlookup append=T cim_http_method_lookup | eval http_method=lower(http_method) | dedup http_method
cim_http_statuses,inputlookup append=T cim_http_status_lookup
cim_ids_severities,inputlookup append=T cim_ids_severity_lookup | eval severity=lower(severity) | dedup severity
cim_ids_types,inputlookup append=T cim_ids_type_lookup | eval ids_type=lower(ids_type) | dedup ids_type | sort + ids_type
cim_malware_actions,inputlookup append=T cim_malware_action_lookup | eval action=lower(action) | dedup action | sort + action
cim_traffic_actions,inputlookup append=T cim_traffic_action_lookup | eval action=lower(action) | dedup action | sort + action
cim_transport_protocols,inputlookup append=T cim_transport_protocol_lookup | eval transport=lower(transport) | dedup transport | sort + transport
cim_update_statii,inputlookup append=T cim_update_status_lookup | eval status=lower(status) | dedup status | sort + status
cim_vendor_product_tracker,inputlookup append=T cim_vendor_product_tracker
cim_vuln_severities,inputlookup append=T cim_vuln_severity_lookup | eval severity=lower(severity) | dedup severity
circle_ci_disable_security_job_filter,search *
circle_ci_disable_security_step_filter,search *
circleci,sourcetype=circleci
cisco_networks,eventtype=cisco_ios
classificationreport(2),"rename ""$a$"" as actual, ""$p$"" as predicted | stats count by actual predicted | xyseries actual predicted count | fillnull | untable actual predicted count | stats sum(eval(if(actual == predicted, count, 0))) as t sum(eval(if(actual != predicted, count, 0))) as f by actual predicted | eventstats sum(eval(if(actual==predicted, t, 0))) as tp sum(eval(if(actual!=predicted, f, 0))) as fn by actual | eventstats sum(eval(if(actual!=predicted, f, 0))) as fp by predicted | eval count=if(actual==predicted,t,f), fp=if(actual==predicted, fp, 0), fn=if(actual==predicted, fn,0), tp=if(actual==predicted, tp, 0) | stats sum(count) as count sum(t) as t sum(f) as f sum(tp) as tp sum(fn) as fn sum(fp) as fp by actual | eventstats sum(count) as total | eval precision=tp/(tp+fp) | eval recall=tp/(tp+fn) | eval f1=2*precision*recall/(precision+recall) | eval accuracy=t/count | fillnull | appendpipe [ stats sum(count) as count sum(eval(accuracy*count/total)) as accuracy sum(eval(precision*count/total)) as precision sum(eval(recall*count/total)) as recall sum(eval(f1*count/total)) as f1 | eval actual=""Weighted Average"" ] | rename actual as class | table class accuracy precision recall f1 count"
classificationstatistics(2),"`classificationreport(""$a$"", ""$p$"")` | tail 1 | eval precision=round(precision, 2), recall=round(recall, 2), accuracy=round(accuracy, 2), f1=round(f1, 2)"
clear_unallocated_sector_using_cipher_app_filter,search *
clients_connecting_to_multiple_dns_servers_filter,search *
clop_common_exec_parameter_filter,search *
clop_ransomware_known_service_name_filter,search *
cloud_api_calls_from_previously_unseen_user_roles_activity_window,"""-70m@m"""
cloud_api_calls_from_previously_unseen_user_roles_filter,search *
cloud_compute_instance_created_by_previously_unseen_user_filter,search *
cloud_compute_instance_created_in_previously_unused_region_filter,search *
cloud_compute_instance_created_with_previously_unseen_image_filter,search *
cloud_compute_instance_created_with_previously_unseen_instance_type_filter,search *
cloud_domain_search(1),[| `cloud_domains` | rename domain as $field$ | fields $field$ | format | fields search]
cloud_domains,inputlookup append=T cim_cloud_domain_lookup
cloud_email_search(1),[| `cloud_domains` | search is_email=true | rename domain as $field$ | fields $field$ | format | fields search]
cloud_instance_modified_by_previously_unseen_user_filter,search *
cloud_network_access_control_list_deleted_filter,search *
cloud_provisioning_activity_from_previously_unseen_city_filter,search *
cloud_provisioning_activity_from_previously_unseen_country_filter,search *
cloud_provisioning_activity_from_previously_unseen_ip_address_filter,search *
cloud_provisioning_activity_from_previously_unseen_region_filter,search *
cloud_storage_search(1),[| `cloud_domains` | search is_storage=true | rename domain as $field$ | fields $field$ | format | fields search]
cloudtrail,sourcetype=aws:cloudtrail
cloudtrail_service(2),"lookup aws_all_eventNames eventName OUTPUT function | fillnull value=""N/A"" function | search function=""$service$"" | eval notable=if(match(eventName, ""(^Get*|^List*|^Describe*)""), 0, 1) | search notable=$notable$"
cloudwatch_eks,"sourcetype=""aws:cloudwatchlogs:eks"""
cloudwatch_vpc,sourcetype=aws:cloudwatchlogs:vpcflow
cloudwatchlogs_vpcflow,sourcetype=aws:cloudwatchlogs:vpcflow
cmd_carry_out_string_command_parameter_filter,search *
cmd_echo_pipe___escalation_filter,search *
cmdline_tool_not_executed_in_cmd_shell_filter,search *
cmlua_or_cmstplua_uac_bypass_filter,search *
cobalt_strike_named_pipes_filter,search *
comment(1),""""""
comment(1),""""""
common_ransomware_extensions_filter,search *
common_ransomware_notes_filter,search *
communicate,"tag=network tag=communicate | tags outputfield=tag | fillnull value=unknown action,dvc,rule,transport,src,dest | `lower(transport)` | fillnull value=0 bytes_in,bytes_out,src_port,dest_port | eval bytes=if(isnull(bytes),bytes_in+bytes_out,bytes) | `get_vendor_product`"
communicate(1),action=$action$ `communicate`
communication_rule_tracker,inputlookup append=T communication_rule_tracker | `get_asset(dvc)` | `get_identity4events(dvc_owner)`
compute-ingestion-stats,"eval temp=1/300.0, event_size=len(_raw) | eval event_size_temp=len(_raw)/300.0 | stats sparkline(sum(temp), 5m) as ""Events per second"", sparkline(sum(event_size_temp), 5m) as ""Event throughput (kbps)"", sum(event_size) as TotalBytes, sum(temp) as tempsum by sourcetype | eval ""Total MB""=round(TotalBytes/1024.0/1024.0,2) | addinfo | eval APS=tempsum/(info_max_time-info_min_time) | eval ""Average events per second""=round(APS*300.0,2) | fields sourcetype ""Events per second"" ""Event throughput (kbps)"" ""Average events per second"" ""Total MB"""
confluence_unauthenticated_remote_code_execution_cve_2022_26134_filter,search *
confusionmatrix(2),"rename ""$a$"" as actual, ""$p$"" as predicted | stats count by actual predicted | appendpipe [ eval predicted=actual, count=0 ] | stats sum(count) as count by actual predicted | xyseries actual predicted count | rename * as ""Predicted *"" | rename ""Predicted $a$"" as ""Actual $a$"" | fillnull value=0"
construct_rooted_acyclic_directed_subgraph(3),"where source=$root_node$ | eval depth=0 `construct_rooted_acyclic_directed_subgraph_helper($directed_graph_lookup$, 1, $max_depth$)` | dedup source destination | table depth source destination"
construct_rooted_acyclic_directed_subgraph_helper(3),"""| appendpipe [| where depth="".($depth$-1)."" | lookup $directed_graph_lookup$ source as destination OUTPUT source destination | where !isnull(source) | mvexpand destination | eval source=mvindex(source, 0) | eval depth=$depth$ ]"". if($depth$<$max_depth$,""`construct_rooted_acyclic_directed_subgraph_helper($directed_graph_lookup$, "".($depth$+1)."", $max_depth$)`"","""")"
content_length_appendcol,"appendcols [| rest splunk_server=local count=0 /services/configs/conf-server/httpServer | table max_content_length] | filldown max_content_length | fillnull value=""2147483648"" max_content_length"
context_stats(2),"stats count($field$) as count min($field$) as min max($field$) as max avg($field$) as avg median($field$) as median stdev($field$) as size `by_token(""$classList$"")`"
conti_common_exec_parameter_filter,search *
control_loading_from_world_writable_directory_filter,search *
convert_k8s_resource_to_megabytes(1),"eval $field_name$=case( like($field_name$, ""%Ei""), tonumber(replace($field_name$, ""Ei"", """")) * pow(1024, 6) / pow(1000, 2), like($field_name$, ""%Pi""), tonumber(replace($field_name$, ""Pi"", """")) * pow(1024, 5) / pow(1000, 2), like($field_name$, ""%Ti""), tonumber(replace($field_name$, ""Ti"", """")) * pow(1024, 4) / pow(1000, 2), like($field_name$, ""%Gi""), tonumber(replace($field_name$, ""Gi"", """")) * pow(1024, 3) / pow(1000, 2), like($field_name$, ""%Mi""), tonumber(replace($field_name$, ""Mi"", """")) * pow(1024, 2) / pow(1000, 2), like($field_name$, ""%Ki""), tonumber(replace($field_name$, ""Ki"", """")) * 1024 / 1000, like($field_name$, ""%E""), tonumber(replace($field_name$, ""E"", """")) * pow(1000, 4), like($field_name$, ""%P""), tonumber(replace($field_name$, ""P"", """")) * pow(1000, 3), like($field_name$, ""%T""), tonumber(replace($field_name$, ""T"", """")) * pow(1000, 2), like($field_name$, ""%G""), tonumber(replace($field_name$, ""G"", """")) * pow(1000, 1), like($field_name$, ""%M""), tonumber(replace($field_name$, ""M"", """")), like($field_name$, ""%K""), tonumber(replace($field_name$, ""K"", """")) / 1000 )"
